DATE,RATESAV65Q4,RATESAV66Q1,RATESAV66Q2,RATESAV66Q3,RATESAV66Q4,RATESAV67Q1,RATESAV67Q2,RATESAV67Q3,RATESAV67Q4,RATESAV68Q1,RATESAV68Q2,RATESAV68Q3,RATESAV68Q4,RATESAV69Q1,RATESAV69Q2,RATESAV69Q3,RATESAV69Q4,RATESAV70Q1,RATESAV70Q2,RATESAV70Q3,RATESAV70Q4,RATESAV71Q1,RATESAV71Q2,RATESAV71Q3,RATESAV71Q4,RATESAV72Q1,RATESAV72Q2,RATESAV72Q3,RATESAV72Q4,RATESAV73Q1,RATESAV73Q2,RATESAV73Q3,RATESAV73Q4,RATESAV74Q1,RATESAV74Q2,RATESAV74Q3,RATESAV74Q4,RATESAV75Q1,RATESAV75Q2,RATESAV75Q3,RATESAV75Q4,RATESAV76Q1,RATESAV76Q2,RATESAV76Q3,RATESAV76Q4,RATESAV77Q1,RATESAV77Q2,RATESAV77Q3,RATESAV77Q4,RATESAV78Q1,RATESAV78Q2,RATESAV78Q3,RATESAV78Q4,RATESAV79Q1,RATESAV79Q2,RATESAV79Q3,RATESAV79Q4,RATESAV80Q1,RATESAV80Q2,RATESAV80Q3,RATESAV80Q4,RATESAV81Q1,RATESAV81Q2,RATESAV81Q3,RATESAV81Q4,RATESAV82Q1,RATESAV82Q2,RATESAV82Q3,RATESAV82Q4,RATESAV83Q1,RATESAV83Q2,RATESAV83Q3,RATESAV83Q4,RATESAV84Q1,RATESAV84Q2,RATESAV84Q3,RATESAV84Q4,RATESAV85Q1,RATESAV85Q2,RATESAV85Q3,RATESAV85Q4,RATESAV86Q1,RATESAV86Q2,RATESAV86Q3,RATESAV86Q4,RATESAV87Q1,RATESAV87Q2,RATESAV87Q3,RATESAV87Q4,RATESAV88Q1,RATESAV88Q2,RATESAV88Q3,RATESAV88Q4,RATESAV89Q1,RATESAV89Q2,RATESAV89Q3,RATESAV89Q4,RATESAV90Q1,RATESAV90Q2,RATESAV90Q3,RATESAV90Q4,RATESAV91Q1,RATESAV91Q2,RATESAV91Q3,RATESAV91Q4,RATESAV92Q1,RATESAV92Q2,RATESAV92Q3,RATESAV92Q4,RATESAV93Q1,RATESAV93Q2,RATESAV93Q3,RATESAV93Q4,RATESAV94Q1,RATESAV94Q2,RATESAV94Q3,RATESAV94Q4,RATESAV95Q1,RATESAV95Q2,RATESAV95Q3,RATESAV95Q4,RATESAV96Q1,RATESAV96Q2,RATESAV96Q3,RATESAV96Q4,RATESAV97Q1,RATESAV97Q2,RATESAV97Q3,RATESAV97Q4,RATESAV98Q1,RATESAV98Q2,RATESAV98Q3,RATESAV98Q4,RATESAV99Q1,RATESAV99Q2,RATESAV99Q3,RATESAV99Q4,RATESAV00Q1,RATESAV00Q2,RATESAV00Q3,RATESAV00Q4,RATESAV01Q1,RATESAV01Q2,RATESAV01Q3,RATESAV01Q4,RATESAV02Q1,RATESAV02Q2,RATESAV02Q3,RATESAV02Q4,RATESAV03Q1,RATESAV03Q2,RATESAV03Q3,RATESAV03Q4,RATESAV04Q1,RATESAV04Q2,RATESAV04Q3,RATESAV04Q4,RATESAV05Q1,RATESAV05Q2,RATESAV05Q3,RATESAV05Q4,RATESAV06Q1,RATESAV06Q2,RATESAV06Q3,RATESAV06Q4,RATESAV07Q1,RATESAV07Q2,RATESAV07Q3,RATESAV07Q4,RATESAV08Q1,RATESAV08Q2,RATESAV08Q3,RATESAV08Q4,RATESAV09Q1,RATESAV09Q2,RATESAV09Q3,RATESAV09Q4,RATESAV10Q1,RATESAV10Q2,RATESAV10Q3,RATESAV10Q4,RATESAV11Q1,RATESAV11Q2,RATESAV11Q3,RATESAV11Q4,RATESAV12Q1,RATESAV12Q2,RATESAV12Q3,RATESAV12Q4,RATESAV13Q1,RATESAV13Q2,RATESAV13Q3,RATESAV13Q4,RATESAV14Q1,RATESAV14Q2,RATESAV14Q3,RATESAV14Q4,RATESAV15Q1,RATESAV15Q2,RATESAV15Q3,RATESAV15Q4,RATESAV16Q1,RATESAV16Q2,RATESAV16Q3,RATESAV16Q4,RATESAV17Q1,RATESAV17Q2,RATESAV17Q3,RATESAV17Q4,RATESAV18Q1,RATESAV18Q2,RATESAV18Q3,RATESAV18Q4,RATESAV19Q1,RATESAV19Q2,RATESAV19Q3,RATESAV19Q4,RATESAV20Q1,RATESAV20Q2,RATESAV20Q3,RATESAV20Q4,RATESAV21Q1,RATESAV21Q2,RATESAV21Q3,RATESAV21Q4,RATESAV22Q1
1996:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.1249,5.0933,3.8695,3.8695,3.8695,3.8695,2.6216,2.6216,2.6216,2.6216,2.6216,4.6213,4.6213,4.6213,4.6213,4.6213,4.6213,4.6213,4.6213,4.6213,4.6213,4.6213,4.6213,4.6213,4.6213,4.6213,4.6213,4.6213,3.7824,3.7824,3.7824,3.7824,3.7824,3.7824,3.7824,3.7824,3.7824,3.7824,3.7824,3.7824,3.7824,3.7824,3.7824,3.7824,3.7824,3.7824,3.7824,3.7824,3.7824,3.7824,4.7465,4.7465,4.7465,4.7465,4.7465,4.7465,4.7465,4.7465,4.7465,4.7465,4.7465,4.7465,4.7465,4.7465,4.7465,4.7465,5.751,5.751,5.751,5.751,5.751,5.751,5.751,5.751,5.751,5.751,5.751,5.751,5.751,5.751,5.751,5.751,5.751,5.751,5.751,5.751,6.3722,6.3722,6.3722,6.3722,6.3722,6.3722,6.3722,6.3722,6.3722,6.3722,6.3722,6.3722,6.3722,6.3722,6.3722
1997:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.1322,3.7285,3.7285,3.7285,3.7285,2.3708,2.3708,2.3708,2.3708,2.3708,4.4846,4.4846,4.4846,4.2357,4.2357,4.2357,4.2357,4.2357,4.2357,4.2357,4.2357,4.2357,4.2357,4.2357,4.2357,4.2357,4.2357,3.636,3.636,3.636,3.636,3.636,3.636,3.636,3.636,3.636,3.636,3.636,3.636,3.636,3.636,3.636,3.636,3.636,3.636,3.636,3.636,3.636,3.636,4.6366,4.6366,4.6366,4.6366,4.6366,4.6366,4.6366,4.6366,4.6366,4.6366,4.6366,4.6366,4.6366,4.6366,4.6366,4.6366,5.7037,5.7037,5.7037,5.7037,5.7037,5.7037,5.7037,5.7037,5.7037,5.7037,5.7037,5.7037,5.7037,5.7037,5.7037,5.7037,5.7037,5.7037,5.7037,5.7037,6.2794,6.2794,6.2794,6.2794,6.2794,6.2794,6.2794,6.2794,6.2794,6.2794,6.2794,6.2794,6.2794,6.2794,6.2794
1997:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.2391,4.2223,4.2223,4.2223,2.6335,2.6335,2.6335,2.6335,2.6335,4.9797,4.9797,4.9797,4.5593,4.5593,4.5593,4.5593,4.5593,4.5593,4.5593,4.5593,4.5593,4.5593,4.5593,4.5593,4.5593,4.5593,3.8843,3.8843,3.8843,3.8843,3.8843,3.8843,3.8843,3.8843,3.8843,3.8843,3.8843,3.8843,3.8843,3.8843,3.8843,3.8843,3.8843,3.8843,3.8843,3.8843,3.8843,3.8843,4.8954,4.8954,4.8954,4.8954,4.8954,4.8954,4.8954,4.8954,4.8954,4.8954,4.8954,4.8954,4.8954,4.8954,4.8954,4.8954,6.0007,6.0007,6.0007,6.0007,6.0007,6.0007,6.0007,6.0007,6.0007,6.0007,6.0007,6.0007,6.0007,6.0007,6.0007,6.0007,6.0007,6.0007,6.0007,6.0007,6.6099,6.6099,6.6099,6.6099,6.6099,6.6099,6.6099,6.6099,6.6099,6.6099,6.6099,6.6099,6.6099,6.6099,6.6099
1997:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.5705,3.5235,3.5235,1.6919,1.6919,1.6919,1.6919,1.6919,4.2478,4.2478,4.2478,3.9335,3.9335,3.9335,3.9335,3.9335,3.9335,3.9335,3.9335,3.9335,3.9335,3.9335,3.9335,3.9335,3.9335,3.3999,3.3999,3.3999,3.3999,3.3999,3.3999,3.3999,3.3999,3.3999,3.3999,3.3999,3.3999,3.3999,3.3999,3.3999,3.3999,3.3999,3.3999,3.3999,3.3999,3.3999,3.3999,4.3612,4.3612,4.3612,4.3612,4.3612,4.3612,4.3612,4.3612,4.3612,4.3612,4.3612,4.3612,4.3612,4.3612,4.3612,4.3612,5.5025,5.5025,5.5025,5.5025,5.5025,5.5025,5.5025,5.5025,5.5025,5.5025,5.5025,5.5025,5.5025,5.5025,5.5025,5.5025,5.5025,5.5025,5.5025,5.5025,6.1089,6.1089,6.1089,6.1089,6.1089,6.1089,6.1089,6.1089,6.1089,6.1089,6.1089,6.1089,6.1089,6.1089,6.1089
1997:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.8537,3.9356,1.6702,1.6702,1.6702,1.6702,1.6702,4.4171,4.4171,4.4171,4.2238,4.2238,4.2238,4.2238,4.2238,4.2238,4.2238,4.2238,4.2238,4.2238,4.2238,4.2238,4.2238,4.2238,3.6647,3.6647,3.6647,3.6647,3.6647,3.6647,3.6647,3.6647,3.6647,3.6647,3.6647,3.6647,3.6647,3.6647,3.6647,3.6647,3.6647,3.6647,3.6647,3.6647,3.6647,3.6647,4.5774,4.5774,4.5774,4.5774,4.5774,4.5774,4.5774,4.5774,4.5774,4.5774,4.5774,4.5774,4.5774,4.5774,4.5774,4.5774,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,6.344,6.344,6.344,6.344,6.344,6.344,6.344,6.344,6.344,6.344,6.344,6.344,6.344,6.344,6.344
1998:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.2186,1.2296,1.2296,1.2296,1.2296,1.2296,4.0383,4.0383,4.0383,4.6102,4.6102,4.6102,4.6102,4.9495,4.9495,4.9495,4.9495,4.9495,4.9495,4.9495,4.9495,4.9495,4.9495,4.6628,4.6628,4.6628,4.6628,4.6628,4.6628,4.6628,4.6628,4.6628,4.6628,4.6628,4.6628,4.6628,4.6628,4.6628,4.6628,4.6628,4.6628,4.6628,4.6628,4.6628,4.6628,5.8261,5.8261,5.8261,5.8261,5.8261,5.8261,5.8261,5.8261,5.8261,5.8261,5.8261,5.8261,5.8261,5.8261,5.8261,5.8261,6.7851,6.7851,6.7851,6.7851,6.7851,6.7851,6.7851,6.7851,6.7851,6.7851,6.7851,6.7851,6.7851,6.7851,6.7851,6.7851,6.7851,6.7851,6.7851,6.7851,7.4071,7.4071,7.4071,7.4071,7.4071,7.4071,7.4071,7.4071,7.4071,7.4071,7.4071,7.4071,7.4071,7.4071,7.4071
1998:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5889,0.4275,0.4275,0.4275,0.4275,3.4865,3.4865,3.4865,4.3004,4.3004,4.3004,4.3004,4.8851,4.8851,4.8851,4.8851,4.8851,4.8851,4.8851,4.8851,4.8851,4.8851,4.489,4.489,4.489,4.489,4.489,4.489,4.489,4.489,4.489,4.489,4.489,4.489,4.489,4.489,4.489,4.489,4.489,4.489,4.489,4.489,4.489,4.489,5.4987,5.4987,5.4987,5.4987,5.4987,5.4987,5.4987,5.4987,5.4987,5.4987,5.4987,5.4987,5.4987,5.4987,5.4987,5.4987,6.3656,6.3656,6.3656,6.3656,6.3656,6.3656,6.3656,6.3656,6.3656,6.3656,6.3656,6.3656,6.3656,6.3656,6.3656,6.3656,6.3656,6.3656,6.3656,6.3656,6.9754,6.9754,6.9754,6.9754,6.9754,6.9754,6.9754,6.9754,6.9754,6.9754,6.9754,6.9754,6.9754,6.9754,6.9754
1998:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0976,0.2082,0.2082,0.2082,3.554,3.554,3.554,4.1125,4.1125,4.1125,4.1125,4.8603,4.8603,4.8603,4.8603,4.8603,4.8603,4.8603,4.8603,4.8603,4.8603,4.3501,4.3501,4.3501,4.3501,4.3501,4.3501,4.3501,4.3501,4.3501,4.3501,4.3501,4.3501,4.3501,4.3501,4.3501,4.3501,4.3501,4.3501,4.3501,4.3501,4.3501,4.3501,5.2326,5.2326,5.2326,5.2326,5.2326,5.2326,5.2326,5.2326,5.2326,5.2326,5.2326,5.2326,5.2326,5.2326,5.2326,5.2326,6.0888,6.0888,6.0888,6.0888,6.0888,6.0888,6.0888,6.0888,6.0888,6.0888,6.0888,6.0888,6.0888,6.0888,6.0888,6.0888,6.0888,6.0888,6.0888,6.0888,6.699,6.699,6.699,6.699,6.699,6.699,6.699,6.699,6.699,6.699,6.699,6.699,6.699,6.699,6.699
1998:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.0294,-0.0098,-0.0098,3.5448,3.5448,3.5448,3.7882,3.7882,3.7882,3.7882,4.2924,4.2924,4.2924,4.2924,4.2924,4.2924,4.2924,4.2924,4.2924,4.2924,3.827,3.827,3.827,3.827,3.827,3.827,3.827,3.827,3.827,3.827,3.827,3.827,3.827,3.827,3.827,3.827,3.827,3.827,3.827,3.827,3.827,3.827,4.4883,4.4883,4.4883,4.4883,4.4883,4.4883,4.4883,4.4883,4.4883,4.4883,4.4883,4.4883,4.4883,4.4883,4.4883,4.4883,5.4977,5.4977,5.4977,5.4977,5.4977,5.4977,5.4977,5.4977,5.4977,5.4977,5.4977,5.4977,5.4977,5.4977,5.4977,5.4977,5.4977,5.4977,5.4977,5.4977,6.1136,6.1136,6.1136,6.1136,6.1136,6.1136,6.1136,6.1136,6.1136,6.1136,6.1136,6.1136,6.1136,6.1136,6.1136
1999:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.497,-0.7333,2.999,2.999,2.999,3.1405,3.1405,3.1405,3.1405,3.5386,3.5386,3.5386,3.5386,3.888,3.888,3.888,3.888,3.888,3.888,3.6498,3.6498,3.6498,3.6498,3.6498,3.6498,3.6498,3.6498,3.6498,3.6498,3.6498,3.6498,3.6498,3.6498,3.6498,3.6498,3.6498,3.6498,3.6498,3.6498,3.6498,3.6498,4.2842,4.2842,4.2842,4.2842,4.2842,4.2842,4.2842,4.2842,4.2842,4.2842,4.2842,4.2842,4.2842,4.2842,4.2842,4.2842,5.4527,5.4527,5.4527,5.4527,5.537,5.537,5.537,5.537,5.5385,5.5385,5.5385,5.5385,5.5385,5.5385,5.5385,5.5385,5.5385,5.5385,5.5385,5.5385,6.173,6.173,6.173,6.173,6.173,6.173,6.173,6.173,6.1479,6.1479,6.1479,6.1479,6.2393,6.2393,6.2393
